name,description_semantique,ingredients,instructions,category,difficulty,prep_time,taste_profile
Elixir de Vienna,"Un sophistique voyage sensoriel avec Rhum brun comme guide, Ginger beer comme compagnon et Midori comme destination. Sensation chaleureuse avec des accents de melasse.","[""50ml Rhum brun"", ""60ml Ginger beer"", ""15ml Midori"", ""Feuilles de menthe"", ""Glacons"", ""Angostura bitters""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec feuilles de menthe,Strong,Moyen,6,"{""Douceur"": 4.3, ""Acidite"": 1.6, ""Amertume"": 2.3, ""Force"": 4.5, ""Fraicheur"": 2.9}"
Atlantic Temptation,Ce cocktail tiki met en valeur le Rhum blanc accompagne de Soda frais. Sirop de gingembre apporte une profondeur remarquable. Bouquet de canne evoluant vers leger.,"[""60ml Rhum blanc"", ""30ml Soda"", ""20ml Sirop de gingembre"", ""Fleur comestible"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Tiki,Moyen,7,"{""Douceur"": 2.4, ""Acidite"": 1.5, ""Amertume"": 1.8, ""Force"": 4.1, ""Fraicheur"": 2.3}"
Italian Rain,Une creation elegant ou le Cognac dialogue avec Nectar de litchi. Baileys orchestre cette rencontre. Palette aromatique riche en fruit sec et fruit sec. Emotion intense garantie.,"[""50ml Cognac"", ""30ml Nectar de litchi"", ""25ml Baileys"", ""Zeste de citron"", ""Sel de celeri""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec zeste de citron,Classic,Moyen,9,"{""Douceur"": 4.8, ""Acidite"": 1.5, ""Amertume"": 1.6, ""Force"": 4.2, ""Fraicheur"": 2.6}"
Star de Vienna,Cocktail digestif intense celebrant Whisky scotch dans toute sa splendeur. Creme de coco et Aperol completent l'ensemble. Complexite gustative revelant fume puis orange amere.,"[""50ml Whisky scotch"", ""60ml Creme de coco"", ""15ml Aperol"", ""Cerise au marasquin"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec cerise au marasquin,Digestif,Facile,6,"{""Douceur"": 3.0, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 4.9, ""Fraicheur"": 1.9}"
Wild Garden,Cocktail tropical delicat celebrant Rhum brun dans toute sa splendeur. Jus de raisin et Baileys completent l'ensemble. Equilibre parfait entre melasse et creme cafe.,"[""45ml Rhum brun"", ""60ml Jus de raisin"", ""15ml Baileys"", ""Rondelle de citron vert"", ""Eau petillante""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec rondelle de citron vert,Tropical,Difficile,4,"{""Douceur"": 3.8, ""Acidite"": 1.8, ""Amertume"": 2.1, ""Force"": 4.5, ""Fraicheur"": 2.5}"
Brazilian Paradise,Cocktail refreshing equilibre celebrant Cachaca dans toute sa splendeur. Cola et Chartreuse verte completent l'ensemble. Palette aromatique riche en frais et vegetal.,"[""60ml Cachaca"", ""45ml Cola"", ""25ml Chartreuse verte"", ""Quartier de pamplemousse"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Refreshing,Difficile,6,"{""Douceur"": 3.1, ""Acidite"": 1.9, ""Amertume"": 1.6, ""Force"": 4.4, ""Fraicheur"": 2.7}"
Cape Town Creamy,Laissez-vous seduire par ce exotique cocktail ou Rhum blanc s'allie au Nectar de peche. Une pointe de Chambord revele des saveurs subtiles. Profil gustatif marque par canne et une touche de leger.,"[""45ml Rhum blanc"", ""60ml Nectar de peche"", ""15ml Chambord"", ""Quartier de fraise"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Refreshing,Facile,7,"{""Douceur"": 4.5, ""Acidite"": 1.5, ""Amertume"": 2.3, ""Force"": 3.9, ""Fraicheur"": 1.7}"
Atlantic Tale,Une creation convivial ou le Brandy dialogue avec Puree de fraise. Grand Marnier orchestre cette rencontre. Profil gustatif marque par fruit et une touche de chaleureux. Emotion subtile garantie.,"[""50ml Brandy"", ""90ml Puree de fraise"", ""15ml Grand Marnier"", ""Baton de cannelle"", ""Poivre noir""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Strong,Difficile,7,"{""Douceur"": 4.5, ""Acidite"": 1.5, ""Amertume"": 2.8, ""Force"": 4.5, ""Fraicheur"": 2.5}"
Melbourne Mule,"Un exotique voyage sensoriel avec Tequila blanco comme guide, Jus de raisin comme compagnon et Sirop simple comme destination. Attaque franche suivie de notes de poivre.","[""50ml Tequila blanco"", ""90ml Jus de raisin"", ""30ml Sirop simple"", ""Fleur comestible"", ""Eau petillante""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Tiki,Difficile,8,"{""Douceur"": 5.0, ""Acidite"": 1.5, ""Amertume"": 2.4, ""Force"": 3.8, ""Fraicheur"": 2.5}"
Escape de Dublin,"Le Tequila reposado prend vie dans ce cocktail tropical, marie au Puree de framboise et sublime par Midori. Palette aromatique riche en boise et berry. Une elegant decouverte.","[""45ml Tequila reposado"", ""30ml Puree de framboise"", ""30ml Midori"", ""Feuilles de menthe"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec feuilles de menthe,Tropical,Difficile,4,"{""Douceur"": 4.1, ""Acidite"": 2.1, ""Amertume"": 3.2, ""Force"": 3.9, ""Fraicheur"": 2.1}"
Berry de Melbourne,Cocktail classic harmonieux celebrant Rhum brun dans toute sa splendeur. Ginger beer et Malibu completent l'ensemble. Notes dominantes de melasse avec une finale douce.,"[""45ml Rhum brun"", ""60ml Ginger beer"", ""20ml Malibu"", ""Zeste de citron"", ""Glacons"", ""Sel de celeri""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec zeste de citron,Classic,Difficile,6,"{""Douceur"": 3.4, ""Acidite"": 1.7, ""Amertume"": 1.6, ""Force"": 4.4, ""Fraicheur"": 3.4}"
Frozen Mystery,"Ce cocktail subtil revisite les classiques avec Rhum brun, Jus de grenade et Amaretto. Palette aromatique riche en melasse et fruit. Une experience inoubliable.","[""50ml Rhum brun"", ""30ml Jus de grenade"", ""15ml Amaretto"", ""Rondelle de citron vert"", ""Sucre de canne""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec rondelle de citron vert,Aperitif,Facile,6,"{""Douceur"": 4.4, ""Acidite"": 2.4, ""Amertume"": 2.7, ""Force"": 5.0, ""Fraicheur"": 2.7}"
Twisted Leaf,"Un cocktail audacieux a base de Whisky scotch, melange avec Creme de coco et rehausse de Baileys. Bouquet de fume evoluant vers creamy. Parfait pour les diners romantiques.","[""45ml Whisky scotch"", ""90ml Creme de coco"", ""25ml Baileys"", ""Quartier de fraise"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Refreshing,Facile,6,"{""Douceur"": 3.9, ""Acidite"": 1.5, ""Amertume"": 3.4, ""Force"": 4.2, ""Fraicheur"": 2.7}"
Dream de Acapulco,Ce cocktail tiki met en valeur le Tequila blanco accompagne de Cola frais. Baileys apporte une profondeur remarquable. Palette aromatique riche en citrus et creme cafe.,"[""45ml Tequila blanco"", ""45ml Cola"", ""25ml Baileys"", ""Olive verte"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Tiki,Facile,4,"{""Douceur"": 4.2, ""Acidite"": 2.2, ""Amertume"": 2.1, ""Force"": 3.7, ""Fraicheur"": 4.0}"
Fresh Root,"Le Brandy prend vie dans ce cocktail classic, marie au Puree de fraise et sublime par Cointreau. Sensation chaleureuse avec des accents de rond. Une elegant decouverte.","[""50ml Brandy"", ""45ml Puree de fraise"", ""20ml Cointreau"", ""Baton de cannelle"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Classic,Moyen,7,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 2.8, ""Force"": 4.3, ""Fraicheur"": 2.7}"
The Sunset Day,Le caractere du Tequila blanco s'exprime pleinement avec Puree de fraise et Grand Marnier dans ce cocktail strong. Attaque franche suivie de notes de poivre. Moment de partage.,"[""60ml Tequila blanco"", ""30ml Puree de fraise"", ""25ml Grand Marnier"", ""Feuilles de menthe"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec feuilles de menthe,Strong,Facile,4,"{""Douceur"": 3.9, ""Acidite"": 1.5, ""Amertume"": 2.0, ""Force"": 3.8, ""Fraicheur"": 1.9}"
Exotic Paradise,Creation complexe associant Rhum ambre et Jus de passion avec elegance. Amaretto complete ce tableau gustatif. Complexite gustative revelant caramel puis vanille. Pour les amateurs de nouveaute.,"[""45ml Rhum ambre"", ""45ml Jus de passion"", ""30ml Amaretto"", ""Quartier de fraise""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Modern,Facile,7,"{""Douceur"": 4.1, ""Acidite"": 2.2, ""Amertume"": 3.3, ""Force"": 3.7, ""Fraicheur"": 3.1}"
Hong Kong Wild,Un melange exotique et intense de Whisky bourbon avec Jus de tomate. Le Cointreau ajoute une dimension aromatique. Palette aromatique riche en vanille et orange noble. Recommande pour les diners romantiques.,"[""50ml Whisky bourbon"", ""60ml Jus de tomate"", ""30ml Cointreau"", ""Olive verte""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Tropical,Moyen,7,"{""Douceur"": 3.0, ""Acidite"": 2.6, ""Amertume"": 2.7, ""Force"": 4.4, ""Fraicheur"": 3.4}"
Fresh Flame,Cocktail modern subtil celebrant Rhum ambre dans toute sa splendeur. Puree de framboise et Triple Sec completent l'ensemble. Complexite gustative revelant boise puis berry.,"[""60ml Rhum ambre"", ""90ml Puree de framboise"", ""25ml Triple Sec"", ""Quartier de fraise"", ""Sucre de canne""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Modern,Facile,8,"{""Douceur"": 3.4, ""Acidite"": 2.2, ""Amertume"": 3.1, ""Force"": 3.9, ""Fraicheur"": 3.0}"
Evening de Fiji,Le caractere du Brandy s'exprime pleinement avec Nectar de peche et Miel liquide dans ce cocktail tropical. Profil gustatif marque par fruit et une touche de miel floral. Moment de partage.,"[""60ml Brandy"", ""90ml Nectar de peche"", ""15ml Miel liquide"", ""Olive verte""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Tropical,Moyen,4,"{""Douceur"": 4.6, ""Acidite"": 1.5, ""Amertume"": 3.4, ""Force"": 4.5, ""Fraicheur"": 3.1}"
Dream de Rio,Une creation exotique ou le Whisky irlandais dialogue avec Creme de coco. Sirop d'orgeat orchestre cette rencontre. Sensation elegante avec des accents de doux. Emotion subtile garantie.,"[""60ml Whisky irlandais"", ""45ml Creme de coco"", ""15ml Sirop d'orgeat"", ""Olive verte"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Tropical,Moyen,5,"{""Douceur"": 3.9, ""Acidite"": 1.5, ""Amertume"": 2.4, ""Force"": 3.9, ""Fraicheur"": 1.9}"
Hong Kong Collins,"Le Mezcal prend vie dans ce cocktail classic, marie au Puree de framboise et sublime par Grand Marnier. Equilibre parfait entre fume et berry. Une audacieux decouverte.","[""45ml Mezcal"", ""60ml Puree de framboise"", ""25ml Grand Marnier"", ""Zeste de citron""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec zeste de citron",Classic,Difficile,5,"{""Douceur"": 3.9, ""Acidite"": 2.1, ""Amertume"": 2.2, ""Force"": 4.5, ""Fraicheur"": 1.7}"
Escape de Monaco,Ce cocktail modern met en valeur le Cachaca accompagne de Lait de coco frais. Grand Marnier apporte une touche d'originalite. Profil gustatif marque par vegetal et une touche de frais.,"[""45ml Cachaca"", ""60ml Lait de coco"", ""20ml Grand Marnier"", ""Fleur comestible"", ""Glacons"", ""Poivre noir""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Modern,Difficile,5,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 3.5, ""Force"": 4.4, ""Fraicheur"": 2.4}"
Singapore Sour,"Ce cocktail equilibre revisite les classiques avec Cognac, Jus d'ananas et Sirop de grenadine. Bouquet de raisin evoluant vers chene. Une experience inoubliable.","[""45ml Cognac"", ""90ml Jus d'ananas"", ""30ml Sirop de grenadine"", ""Cerise au marasquin"", ""Poivre noir""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec cerise au marasquin,Modern,Moyen,4,"{""Douceur"": 3.9, ""Acidite"": 1.5, ""Amertume"": 3.1, ""Force"": 4.2, ""Fraicheur"": 3.1}"
Cape Town Dark,"Un cocktail audacieux a base de Rhum blanc, melange avec Creme de coco et rehausse de Chambord. Bouquet de tropical evoluant vers leger. Parfait pour les occasions speciales.","[""50ml Rhum blanc"", ""45ml Creme de coco"", ""15ml Chambord"", ""Feuilles de menthe"", ""Glacons"", ""Sucre de canne""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec feuilles de menthe,Classic,Facile,6,"{""Douceur"": 3.4, ""Acidite"": 1.5, ""Amertume"": 2.0, ""Force"": 3.8, ""Fraicheur"": 1.9}"
Venice Oriental,Le caractere du Gin s'exprime pleinement avec Eau de rose et Creme de menthe dans ce cocktail aperitif. Notes dominantes de genievre avec une finale fraiche. Moment d'exception.,"[""50ml Gin"", ""45ml Eau de rose"", ""15ml Creme de menthe"", ""Baton de cannelle"", ""Glacons"", ""Eau petillante""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Aperitif,Facile,6,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 4.4, ""Fraicheur"": 3.1}"
Edinburgh Mule,Une creation elegant ou le Gin dialogue avec Jus de mangue. Triple Sec orchestre cette rencontre. Palette aromatique riche en genievre et herbes. Emotion intense garantie.,"[""45ml Gin"", ""45ml Jus de mangue"", ""20ml Triple Sec"", ""Cerise au marasquin""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec cerise au marasquin,Classic,Moyen,4,"{""Douceur"": 3.7, ""Acidite"": 1.5, ""Amertume"": 2.0, ""Force"": 4.2, ""Fraicheur"": 1.8}"
Fog de Miami,Creation equilibre associant Whisky irlandais et Jus de passion avec elegance. Baileys complete ce tableau gustatif. Attaque subtile suivie de notes de cereale. Pour les amateurs de nouveaute.,"[""45ml Whisky irlandais"", ""90ml Jus de passion"", ""25ml Baileys"", ""Zeste de citron"", ""Glacons"", ""Sel de celeri""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec zeste de citron,Digestif,Facile,6,"{""Douceur"": 4.4, ""Acidite"": 2.4, ""Amertume"": 2.4, ""Force"": 4.1, ""Fraicheur"": 3.0}"
Adventure de Brooklyn,"Un cocktail exotique a base de Rhum blanc, melange avec Cola et rehausse de Amaretto. Notes dominantes de tropical avec une finale fraiche. Parfait pour les moments de detente.","[""60ml Rhum blanc"", ""90ml Cola"", ""20ml Amaretto"", ""Rondelle de citron vert"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec rondelle de citron vert,Tropical,Facile,7,"{""Douceur"": 4.3, ""Acidite"": 2.1, ""Amertume"": 1.8, ""Force"": 4.5, ""Fraicheur"": 2.4}"
The Crisp Dream,Une creation exotique ou le Vodka dialogue avec Jus de citron jaune. Amaretto orchestre cette rencontre. Bouquet de citrus evoluant vers pur. Emotion pure garantie.,"[""45ml Vodka"", ""90ml Jus de citron jaune"", ""20ml Amaretto"", ""Noix de muscade rapee"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Strong,Facile,7,"{""Douceur"": 3.3, ""Acidite"": 3.3, ""Amertume"": 1.8, ""Force"": 4.0, ""Fraicheur"": 2.5}"
Capri French,Laissez-vous seduire par ce rafraichissant cocktail ou Gin s'allie au Puree de framboise. Une pointe de Baileys revele une complexite insoupconnee. Notes dominantes de genievre avec une finale fraiche.,"[""45ml Gin"", ""90ml Puree de framboise"", ""15ml Baileys"", ""Rondelle d'orange"", ""Glacons"", ""Poivre noir""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec rondelle d'orange,Tropical,Facile,5,"{""Douceur"": 4.6, ""Acidite"": 2.2, ""Amertume"": 1.8, ""Force"": 3.8, ""Fraicheur"": 1.7}"
Hong Kong Mule,Laissez-vous seduire par ce convivial cocktail ou Tequila reposado s'allie au Jus de pomme. Une pointe de Campari revele une complexite insoupconnee. Notes dominantes de agave avec une finale persistante.,"[""45ml Tequila reposado"", ""90ml Jus de pomme"", ""25ml Campari"", ""Lamelle de gingembre"", ""Glacons"", ""Sel de celeri""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Aperitif,Facile,7,"{""Douceur"": 2.5, ""Acidite"": 1.9, ""Amertume"": 4.4, ""Force"": 4.3, ""Fraicheur"": 2.2}"
